text,label

" TRYING TO COMPLETE REMASGN FROM . IN FIRST DELEGATION EXCEPTION QUEUE, GETTING 'ReturnCd - ReturnText Unable to retrieve Order from MSShWin Domain Unhandled process exception com.windstream.mss.exceptions.MetaSolvException Message Exception Thrown Exporting Order. Message Error Service Item does not have parent relationship defined in the serv_item_rel table. Please contact Customer Support.Error Code Error Service Item does not have parent relationship defined in the serv_item_rel table. Please contact Customer Support. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. THE DD ON ROW IS VIOLATING THE CONSTRAINT THE ORDER NUMBER IS CIRCUIT ID IS BB WHEELER BURTON CANCEL SUPPLEMENT PSR ",Training

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error MessageUnable to complete the HWIN BBCOM Queue PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Delegated PSR Order has not passed NGMSS order validation. Correct the order validation error in NGMSS side and manually assign the provision plan. Exception thrown during Order API execution. Message Exception Thrown Execute Finish Order . Message nullError Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values. PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" CANCELED PRS AND MESSED IT UP. DIDNT MEAN TO CANCEL AND NOW PRS IS MESSED UP. PLEASE MAKE QS REOPEN OR WHATEVER WE NEED TO DO. NEED TO START NEW PSR. TN -SPEED RANGE-PINS & PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Sagem Fast Product group . The Service Item had already been disconnected on another order.. Error Code The Service Item had already been disconnected on another order.Error Code Unable to process item Sagem Fast Product group . The Service Item had already been disconnected on another order.. PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. exchange_carrier_circuit_id of ----tv already exists PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. MSS PON -KIH has DD task stuck reporting * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * The circuits for this request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. The order number is -KIH. The circuit ID is KH XX WINN . * * * * * * * * * * * * * * * * * * * * * * * * * * * * * The CDE advises the circuit build is correct. PSR -KIH ",Data

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- The MSS Wire Center is not found on the account. PSR ",Data

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone, Error Message v_return_cd - v_return_text v_return_cd - v_return_textDB Error ORA- no data found PSR ",Data

" Unable to validate PSR . Getting below error message. , Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" ERROR WHEN VALIDATING This service item has required labels with no values. Please add Values. tried changing sales channel per trouble shooting guide and it did not work. PSR ",Data

" EXCPTN ERRORReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Miscellaneous Error Error in executeCopyServItemProc The service item , activity and status are invalid. Activity = New and Status = In Service. Please contact Customer Support..Error Code Unable to validate item Product group . PSR ",Data

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT REMOVAL ",Training

" ERROR V_RETURN_CD- V_RETURN_TEXT ORA- ORA- SP_QUALIFY_DUALQUAL ORA- SELECTED PRODUCT NOT QUALIFIED THE BOTH WIRE_CENTERS. CUST CHANGED TO SPEED RANGE AND ERROR STILL DID NOT RESOLVE. PSR ",Miscellaneous

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Show CIRCUIT ID NE.LWDA..LNCL as an ACTIVE CKT in Connection Hierarchy in NGMSS, but when go to attach it to my order in NGMSS -DISC - it is not in the box to choose to add to my order. Please add Circuit ID NE.LWDA..LNCL to my NGMSS order --DISC. Please Advise once complete CAMS ID PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. customer is stuck in the DSLAM queue PSR ",

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. customer is stuck in the DSLAM queue PSR ",Training

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. PSR ",Training

" CAN' DISCONNECT RECORD TN PSR ACCT PSR ",Training

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. This is records clean up. Please remove rider -DAT- from CID GE FTMYFL FTMYFLW. This rider should have been removed by completed ISR -NNI. Per Todd Gervais these ckts are down and there is no traffic on them. This is needed so that disco ISR -LHDI can proceed. Thank you! PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. v_return_cd - v_return_textORA- ORA- MSS to MIROR Call not succes PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT CONFLICT REMOVAL - Please remove the following circuits from their ISRs. thank you HCGS KDL HCGS KDL ISR -CNCN ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Team is unable to complete the DD task in NGMSS Due ISR ERROR Please see the snapshot and complete the DD task PSR PSR NGMSS ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Unable to complete the PSR & in the NGMSS we are getting CIrcuit error like the DD in the row violating the constraint error attached in the screenshot PSR & ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please remove the circuit HCGS PUA DS from the ISR-SYRC PSR -SYRC ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. - is on - & per Aquarium & MIROR;also on - in equip inventory in nextgen - PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD will not complete on pon because of pop-up in attached screenshot PSR ",

" CANCEL SUPPLEMENT. STUCK IN BB COMP ERROR THE DD ON ROW IS VIOLATIONG THE CONSTRAINT. THE ORDER NUMBER IS - CIRCUIT ID PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. am clearing DS CKT TZ COVLILCQH GRCYILTA for cost savings. The CKTs on slots ,, all show pending an open order. However none of them show that they are on actual order. need for these slots to show in service so that can pull them into groom order to move them from their current DS. Slot - HC-- NUVX Slot - HC-- NUVX Slot - HC-- NUVX ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please enable the DD task on NGMSS order -DCD to be completed. When attempting to complete the task, it pops up message stating that the circuits are not complete and required engineering needs to be completed. THIS APPEARS TO BE INVALID . Please fix whatever is causing the issue so that we may be able to complete the task. Thanks so much! PSR NGMSS -DCD ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Customer on wont move from TXRKARCLGEDCR TXRKTXXA_HA TXRKARCLGEDCR TXRKTXXA_HA to TXRKARCLGEDCR TXRKTXXA TXRKARCLGEDCR TXRKTXXA ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. CANT PROCESS CANCEL OF DESIGN TASK ON ISR -CAP DUE TO OPEN PSR IN PSR . PSR -CAP ",Data

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. THIS CUSTOMER SHOULD BE DISCONNECTED BUT IS STUCK IN EXCEPTN QUEUE ON PINS THAT SHOULD BE ACTIVE FOR OTHER CUSTOMER ",Miscellaneous

" - STUCK IN PENDING DISC - PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please remove CKT ID IP.LOXX...WINN from ISR due to customer disconnect PSR ",Training

"Is this for Legacy Windstream ASAP or Nuvox MSS or Paetec or Windstream MSSNG Nextgen -If Windstream NextGen, continue to MetaSolv Login question. yes -If Windstream ASAP, Select the ASAP MSS TSG template. -If Paetec , Select the Paetec template. -If Nuvox MSS, STOP. Select the NuVox MSS template. Is user past the Citrix MetaSolv login yes Yes continue to Description of Problem. Stuck on login page and not able to login No Additional troubleshooting needed - see below. ---Is user getting error when clicking on MSSNG icon No Possible Citrix issue, DON' OPEN ticket to IT-OSS - NextGen . No Description of problem Stuck on login page and not able to login What AREA are you experiencing problem with Login page Administration, Inventory Mgmt IM , Order Mgmt, Reporting, Work Mgmt Order Management Issue ASR, Local, USO,PSR or leave blank PON, Order, or USO Two Six Code Trunk Group Circuit ID IM Engineering Issue Circuit ID FNI IM Equipment Issue Location CLLI Part Number Vendor Code Vendor Name Work Management Issue Work queue PON, Order, or USO Circuit ID What task type did you select .. RID, DLRD, DD, CID, CAD, FOCD etc. Is this problem stopping work that is critical to meeting customer due date or affecting billing **************************** CSO ID NAME Danny bolding CONTACT ISSUE Not able to login to nextgen ERROR screen shot is there in attachment TROUBLESHOOTING Kill session in VDI director Asked him to restart the system and try Still same problem User is stuck on login page mouse is not working there Informed user that 'am routing this ticket to the next level team TICKET NUMBER INC LOCATION Street US Hwy PO Box City Arab State AL Postal Code CKM Not available KB ARTICLE Not available",

"What type of issue are you reporting Another Issue Which area are you having an issue with Missing Inaccurate Account Data What type of Data Circuit Data Missing Inaccurate Select Provisioning System MSS ASAP hWIN What are you trying to do, and, what is happening attach screenshots of any errors, etc. Bestel USA has missing ckts in the WSA Portal. The BAN is mapped SPBUISPZZZ, but there are no ckts showing up in the portal. Customer is unable to open tickets or receive notifications. Need the ckts mapped ASAP. Attached word doc with the ckts on it. What is the billing account number for the customer SPBUISPZZZ What date and time did you start noticing this issue AM ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Orders , , , and are open in the GCOMMS task, work queue ASAPOSPE, assigned to ASAPSU . The orders are complete except for that task. Will you please close Thank you. ",Training

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . TN' AND ",Delegation

" NO SPECIIC ERROR - ACCOUNT WILL NOT SHOW IN AQUARIUM OR VISION TN- ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. The virtual circuits in the attached Excel spreadsheet have incorrect data in the asap.circuits table. Please update the LOCATION_ID value for each of these as identified in the attached spreadsheet. The value should be updated from the Existing to the New value. Thanks! ",Data

" TN= TRYING TO REMOVE AND RECEIVING ATTACHED ERROR PSR ",Delegation

" ReturnCd - - ReturnText exchange_carrier_circuit_id, of --- already exists. Please change ecckt PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. - is on - & per MIROR & Aquarium-per equip inventory in NextGen-is also on , thru - PSR ",Training

" -- ERROR-MSS FT TO BB MISSING PSR ",Data

" UNABLE TO VALIDATE Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. phone PSR ",Data

" ORA- SP_QUALIFY_DUALQUAL ORA- selected product not qualified the both wire_centers PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PLEASE SEE SCREENSHOT - CH groomed off this DS on ISR -SNAN please update CH to show as Unassigned. Thank you DANIEL SPEARMAN - GROOM COMPLETED FOR CKT -- EBSE LEC CKT .HCFD...SW WORKED MONITORED PRE-GROOM STATUS VIA PE.DLLS-TX SERIAL Thu Jan CST ",User Request

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PLEASE SEE SCREENSHOT CH & CH -- Both PSRs in hPAE OSS were cancelled. However, they were never cancelled out of NG. Please update CH CH to show as Unassigned. CH - hPAE PSRs - & CH - hPAE PSRs - & ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD ERROR - child ckts show pending disco from cancelled psr. See screenshot. PSR ",Data

" SAME TN OR CUSTOMER HAS AN OPEN ORER IN NEXTGEN MSS. PLEASE COMPLETE THE OPEN ORDER IN NEXTGEN MSS AND TRY TO VALIDATE IN HWIN MSS. PSR IN NEXTGEN SHOWS DUE DATE COMPLETE BUT UNABLE TO COMPLETE ALL THE WAY ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PLEASE SEE SCREENSHOT - CH , , & all groomed off this DS on ISR -RSLL. Please update CHs to show as Unassigned. Thank you CH - WILLIAM OSBORNE GROOM COMPLETED CKT HCXXOCB LEC CKT DHDULB WORKED DUFF ATT OLD CFA DSX RSL NEW CFA DSX RS CH WILLIAM OSBORNE GROOM COMPLETED CKT HCXXOCB LEC CKT DHDULB WORKED DUFF ATT OLD CFA DSX RSL NEW CFA DSX RS CH WILLIAM OSBORNE GROOM COMPLETED CKT HCGSOCB LEC CKT DHDULB WORKED DUFF ATT OLD CFA DSX RS NEW CFA DSX RS CH WILLIAM OSBORNE GROOM COMPLETED CKT HCGSIOR LEC CKT DHDULB WORKED DUFF ATT OLD CFA DSX RS NEW CFA DSX RS ",Data

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. The PSR in HPAE is showing cancelled and am trying to SUP the order to fix the internal issues and it won' let me. Can you get the SUP off there Next Gen order is if you need it. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD ERROR - child ckts show pending disco from cancelled psr. See screenshot. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD ERROR - child ckts show pending disco from cancelled psr. See screenshot. PSR ",Data

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Miscellaneous Error SP_PSRAPI_UPDATE_VALUES Invalid value. Entered value does not have character length of through .Error Code Unable to validate item Product group . PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Order in nextgen has the below circuit id error --------------------------- Oracle Communications MetaSolv Solution --------------------------- The circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. The order number is . The Circuit ID is ---. --------------------------- OK --------------------------- PSR ",Training

" CANCELED PSR STUCK IN DELEGWRK NOT EXCEPTION PHONE -- NEED TO CREATE PSR TO MOVE TO MG PIN PLEASE INCLUDE THESE NOTED IN ANY EMAIL PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD error- NGMSS order shows DD tasks...There is not CKT DES task that delegated in TBS East, so nothing happened in NGMSS. Order cannot be supp' in TBS to add CKT DES task or reopen DLRDCHN to fix pending ckt in NGMSS. Need both orders looked at, please. PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageeturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item CONTACT INFO Product group . The Service Item had already been disconnected on another order.. Error Code The Service Item had already been disconnected on another order.Error Code Unable to process item CONTACT INFO Product group . The Service Item had already been disconnected on another order.. PSR ",Delegation

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to update PSR Order in NGMSS. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Error thrown during Update order API execution Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Exception Thrown PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Mb .Mb Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Error Code Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Mb .Mb Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. PSR ",Delegation

" STUCK IN EXCEPTN; ERROR NOT ABLE TO FIND CUSTOMER LOCATION. TN PSR ",Data

" Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error Message Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. PSR ",Data

" Unable to complete PCONDES task . Getting below error message. Task in MODASGN Work Queue, Telephone , Error MessageORA- no data found. PSR ",Data

" Unable to complete PCONDES task . Getting below error message. Task in MODASGN Work Queue, Telephone , Error MessageThe Physical Circuit is not assigned to the port. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. pin to which the customer is assigned is not compatible for the selected speed product, please assign compatible pin. Customer has standard mbxk adsl modem tn psr PSR ",Training

" STUCK IN EXCEPTN; ERROR UNABLE TO CREATE DELEGATED PSR ORDER IN NGMSS. ERROR RETURNED FROM API. TN -COMPLETE THIS RECONNECT PSR- CUST NEEDS TO BE MB-PIN PSR ",Delegation

" Unable to complete PCONDES task . Getting below error message. Task in MODASGN Work Queue, Telephone, Error MessageORA- no data found. PSR ",Training

" DUAL QUALIFICATION ERROR. BTAC IS CALLING IN THIS ERROR. IT WON' GO THROUGH THE DSLAM QUEUE. TN= PSR ",Training

"What type of issue are you reporting Another Issue Which area are you having an issue with Missing Inaccurate Account Data What type of Data Circuit Data Missing Inaccurate Select Provisioning System MSS ASAP hWIN What are you trying to do, and, what is happening attach screenshots of any errors, etc. need ckt mapped to the Inviacom' profile in the WSA Portal. The BAN SPIVASPZZZ is already mapped, but the ckt is missing. CKT is NC KEUS WINS . What is the billing account number for the customer SPIVASPZZZ What date and time did you start noticing this issue PM ",Miscellaneous

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please move three CIDs from ISR to CHCGILWUK STLSMOGZK CHCGILWUK STLSMOGZK CHCGILWUK STLSMOGZK ",Training

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. NGMSS PSR ... Please remove circuit id HCGS PUA DS from ISR -WASH so we can have the DD completed for cancelled PSR . PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Team is unable to complete the DD task in NGMSS Due ISR ERROR Please see the snapshot and complete the DD task PSR PAR NGMSS ",Miscellaneous

"Please provide an alternate contact phone number for yourself, if applicable. What type of issue are you reporting Another Issue Which area are you having an issue with Missing Inaccurate Account Data What type of Data Circuit Data Missing Inaccurate Select Provisioning System MSS ASAP hWIN What are you trying to do, and, what is happening attach screenshots of any errors, etc. Trying to locate the service address under My location but it is saying no records found. What is the billing account number for the customer What is the user name for the customer stevem@communicare.org What date and time did you start noticing this issue AM ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. THE CIRCUITS FOR THIS SERVICE REQUEST ARE NOT COMPLETE. PLEASE COMPLETE THE REQUIRED ENGINEERING BEFORE COMPLETING THIS TASK. THE DD ON ROW IS VIOLATING THE CONSTRAINT. THE ORDER NUMBER IS . THE CIRCUIT ID IS BB MORROW JR, BOBB . PSR ",Training

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. PSR ",Training

" PSR ",Migration

" ReturnCd - ReturnText Delegated PSR Order has not passed NGMSS order validation. Correct the order validation error in NGMSS side and manually assign the provision plan. Exception thrown during Order API execution. Message Exception Thrown Execute Finish Order . Message nullError Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values. PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. NG- - cannot close dd task. jbrayer PSR ",Migration

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please remove the circuits from the ISR-PHLA HCGS PUA DS HCGS PUA DS HCGS PUA DS HCGS PUA DS HCGS PUA DS PSR -PHLA ",Training

" CUSTOMER SHOULD BE MG BB AMP CUSTOMER. WON' ALLOW THAT SPEED. AND, THERE' SOMETHING THAT IS KEEPING BTAC FROM SEEING THE RECORD. TN= PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR GROOM CIRCUIT REMOVAL ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Bandwidth is not showing up under Actions. ",Training

" v_return_cd - v_return_textORA- Unable to find the NG wireCenter PSR ",Training

" BNG Router is not compatible to provision high speed internet product mb . Please provision compatible Product PSR ",Training

" ora- same tn OR CUSTOMER HAS AN OPEN ORDER IN NEXTGEN MSS. PLEASE COMPLETE THE OPEN ORDER IN NEXTGEN MSS AND TRY TO VALIDATE THE HWIN MSS. PSR ",Miscellaneous

" UNABLE TO VALIDATE Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWin MSS. Phone PSR ",Data

" RETURNCD- -RETURNTEXT TASK COUNT MISMATCH BETWEEN SOURCE AND TARGET ORDER, POSSIBLE GOLDEN GATE PROCESSING DELAY. PLEASE REINITIATE THE GATEWAY EVENT TO TRY AGAIN. TN ACCT PSR PSR ",Training

" GOLDEN GATE PSR ",Golden Gate

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. RECIEVED DATA RELATED ERROR WHEN TRYING TO CANCEL PENDING MODIFY PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- CUSTOMER WITH DYNAMIC OR RANGE PRODUCT SHOULD BE ASSIGNED ON DYNAMIC DSLAM THE ASSIGNED PIN SHOULD WORK FOR THIS PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. DD ERROR - child ckt shows pending disco from cancelled psr. see screenshot. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Error when trying to complete DD in NextGen PSR ",Training

